20
i 14 12 226830622
s 19
u 0 7 630039511
i 5 5 719270213
d 10 15
i 19 12 40308442
i 18 1 816079904
s 9
i 17 8 182379529
s 9
u 2 13 976883288
i 2 0 474487702
d 5 4
u 18 10 408272848
i 18 16 710788479
d 17 19
s 9
i 18 7 625528719
u 19 8 60541996
i 12 10 473236644
u 14 18 68889221
i 13 12 191869134
d 13 12
i 0 14 273923970
d 16 4
s 17
s 1
d 9 7
i 16 11 180330874
i 6 10 849336035
s 18
d 17 8
s 12
i 5 17 240923774
d 17 1
d 15 16
u 19 18 850305464
s 5
s 16
i 11 16 506454757
i 6 1 376527834
s 17
i 15 3 604150133
d 13 17
s 6
d 5 14
i 16 2 609298130
u 19 15 222052957
u 0 0 998154763
d 7 7
u 12 11 941305089
i 5 3 929714314
u 9 5 648350032
d 0 2
u 2 15 527564353
s 19
i 5 9 257824415
s 13
i 7 12 580570763
i 18 5 464273917
d 4 0
u 2 2 62828765
i 19 13 419389844
d 17 4
u 17 9 184953134
d 0 5
d 4 11
i 19 1 555762529
u 19 3 806500900
u 13 11 70312804
u 9 11 262077175
i 1 0 629757559
d 14 3
i 8 2 663639419
s 11
s 1
i 12 9 143394547
u 9 3 439827671
d 4 6
s 3
s 0
u 11 13 720038776
s 11
u 17 5 865478322
u 10 3 950224927
d 6 6
i 11 11 66621053
u 2 18 936937369
u 5 17 773604359
s 16
d 1 6
d 12 4
u 2 12 811276559
u 18 9 307665341
u 12 10 101278934
s 2
u 11 9 191304060
s 17
i 18 1 409958552
d 18 18
d 7 11
s 17
u 7 7 770418362
i 17 18 945977361
d 2 7
u 9 6 273223407
i 1 14 380297756
u 3 2 492848837
s 5
s 0
s 12
u 18 2 256687242
u 4 14 694229554
i 6 5 806445916
s 0
s 13
d 11 13
i 11 8 331663389
i 7 7 572742845
d 10 1
i 3 4 584457377
u 5 6 456575544
s 12
d 5 1
s 9
u 7 4 660710975
u 16 17 194308130
i 16 9 401872258
i 11 8 456098224
d 4 2
u 2 5 13815808
d 1 1
u 7 0 771211922
s 7
u 16 7 380541713
s 10
i 5 13 97234049
i 9 4 682486960
u 12 9 726561591
i 2 3 779049329
i 6 1 373848026
d 3 13
u 17 17 400946253
u 14 11 64953575
d 8 4
d 5 1
i 18 1 844127147
i 13 2 236256387
i 18 3 819518115
u 9 1 640331790
u 0 1 607548478
d 16 13
i 1 14 784174690
u 5 16 365090254
i 17 9 965344825
d 17 6
s 8
u 6 15 832415843
d 19 11
u 7 4 42673741
d 7 5
d 3 7
u 10 11 537668115
s 16
u 18 4 470255806
u 13 4 291483455
u 17 11 726598780
i 0 18 159895533
s 11
i 10 7 35839198
u 19 9 305015837
i 5 14 617369502
u 3 15 294943255
u 5 9 354293272
s 2
u 15 13 645173552
d 8 0
d 12 18
d 0 6
s 3
u 16 17 819318674
d 18 10
d 18 10
u 2 8 711860840
s 15
d 7 1
u 13 13 95930855
i 8 13 999188122
d 18 13
u 17 2 563738799
u 4 17 632466142
d 5 16
u 2 17 260601175
d 14 18
s 14
u 10 15 726729086
u 10 8 400612939
d 9 12
s 4
i 0 14 728643857
d 5 15
i 16 12 761865845
s 16
d 16 0
i 10 0 550189667
u 0 5 774092269
s 18
d 4 11
d 11 9
s 8
s 0
u 1 12 37327477
d 11 14
i 10 12 824904472
d 14 12
s 12
d 14 16
i 10 17 919394087
s 16
i 12 4 856197411
u 11 8 758651925
u 16 15 679221552
i 14 10 170138564
d 13 16
u 6 4 436178151
u 18 0 903888693
s 1
d 16 1
u 16 4 485437637
i 13 12 384146288
s 18
d 15 12
d 15 7
d 18 15
s 5
d 13 4
s 1
u 4 15 910009236
d 9 2
i 18 13 356754917
i 10 15 453201326
u 18 19 421404096
d 2 7
u 14 17 599458671
u 1 18 720211603
d 4 8
u 17 14 750471770
i 2 8 757512966
i 3 19 598499056
s 8
i 9 6 411021214
s 18
s 10
d 14 7
u 17 17 339469928
u 6 2 351887401
d 5 9
u 8 9 174853936
s 19
d 9 14
u 9 18 770428694
i 7 11 613441486
s 11
s 19
d 13 19
s 3
u 7 9 608436366
u 13 4 380575858
u 19 0 509735699
s 13
s 11
i 18 6 681441708
i 16 8 290026646
d 4 1
s 18
d 1 12
d 12 10
s 12
d 9 18
s 3
i 4 5 829949374
i 2 15 356436845
s 18
d 9 6
d 19 13
u 12 13 109774071
i 13 9 544124478
u 15 18 759524587
i 7 10 982095880
s 1
d 17 10
u 6 18 863437596
i 17 0 763363112
s 5
u 13 17 110545878
d 5 15
u 5 7 185520941
i 6 5 888080200
i 2 5 117104544
s 15
i 3 3 698694317
i 17 14 337786085
d 15 4
d 4 17
i 6 12 757244142
d 16 16
u 18 2 765328795
u 13 11 956426910
u 3 18 108789589
s 11
s 15
i 3 12 763288469
s 2
d 3 19
u 11 9 903793191
i 2 7 198063028
u 11 1 789028789
i 17 16 560879822
s 8
s 9
u 11 18 836910400
d 13 6
d 5 2
i 19 11 722868741
d 5 2
i 16 11 641936792
u 17 5 428056787
u 6 11 42468126
u 1 5 247938517
d 15 10
u 3 1 302374712
i 7 16 475943743
s 4
s 15
s 13
u 1 7 491246139
u 2 18 656103627
s 1
d 1 16
s 5
u 10 17 174540358
d 7 12
i 0 11 483514922
s 7
u 11 16 832907113
i 8 18 383088538
u 3 15 92124760
d 19 12
u 19 11 256988073
d 2 17
i 11 10 306982632
d 18 6
u 9 1 289549469
d 17 2
u 14 11 638934728
i 4 18 473773739
d 18 2
d 12 15
u 8 9 372403357
u 10 12 649850856
u 4 19 88607880
s 14
d 14 15
d 8 12
d 9 18
u 17 1 164196723
i 19 3 690853982
i 19 15 870259770
d 2 5
i 12 1 84583645
i 16 13 195700975
i 2 8 660870685
d 14 3
i 5 6 400554138
d 18 7
u 14 4 778303498
i 6 1 855605077
d 3 4
d 4 2
i 13 16 438886167
d 19 15
u 2 2 481309620
i 4 7 420698664
i 15 14 683855650
s 10
i 10 9 740226019
i 4 9 38437518
u 6 2 29481794
s 13
u 4 0 284635239
d 2 7
u 12 2 816549621
u 3 11 196297101
u 10 11 265588764
s 10
d 13 10
i 13 8 307306502
s 19
i 1 17 693634876
d 16 17
u 19 10 465857116
d 3 3
i 6 2 284384327
s 3
s 17
u 9 14 65210898
u 8 16 216499468
u 16 6 705172492
s 2
u 2 11 978239858
u 16 17 352944774
i 1 5 621731438
i 3 12 191682030
d 8 11
s 9
d 18 3
d 13 18
s 2
s 16
u 18 1 14341622
d 5 10
d 8 2
i 13 9 774383165
s 6
u 0 2 718475978
s 4
i 17 16 335560458
u 7 8 958576939
d 19 6
d 0 5
s 13
s 4
s 13
u 3 0 357117565
d 7 8
u 3 11 382532439
i 6 14 453227209
u 7 18 633910013
d 14 9
i 16 14 402627260
u 10 4 60159296
d 0 3
s 17
s 11
i 1 8 221111150
s 14
u 3 6 799454494
i 4 3 461880478
d 19 8
s 2
s 3
s 10
s 1
s 14
i 7 13 96299737
i 14 8 201220988
u 12 12 485708575
d 18 13
u 11 14 481863197
u 3 9 901310097
s 10
u 17 11 16154567
d 7 10
d 7 18
d 3 12
i 11 4 664930916
d 6 8
i 9 1 157389804
u 19 16 152967157
s 7
u 8 3 427413086
d 5 2
d 5 15
u 5 18 603170729
s 8
i 7 2 258029140
i 8 0 593370133
s 11
s 10
d 1 9
d 4 19
s 8
i 0 16 333633544
i 14 19 253214606
i 16 16 633207548
d 4 2
u 3 6 399082994
i 13 3 953271315
s 9
d 2 2
u 15 8 935398708
u 0 12 631514724
u 10 18 319016170
s 15
u 12 9 835163623
i 11 4 303728520
u 15 16 553462874
i 7 3 867495408
i 5 7 116020009
d 8 12
d 15 6
s 8
d 2 1
d 4 14
u 3 16 246463218
s 17
u 6 9 729827731
d 8 14
u 17 18 663479821
d 7 16
u 2 1 739442899
s 9
d 2 19
s 3
s 1
s 6
u 13 15 526401401
d 8 9
d 10 15
u 3 3 330262063
s 8
u 7 7 882256733
s 5
i 10 1 572357084
d 13 1
u 15 15 41396650
i 1 3 314485750
s 1
s 18
s 2
d 11 15
i 0 18 179565443
u 19 17 603717868
i 0 12 949398659
d 5 17
d 1 3
u 17 1 975144716
s 6
d 13 16
i 7 9 577853191
u 6 9 491096981
i 19 4 591251261
i 4 11 200995574
s 5
i 12 3 50572485
s 19
u 19 0 779874678
u 4 7 890750765
i 2 2 114568798
u 15 8 356896888
d 3 10
u 5 8 495638453
i 0 8 108067387
u 18 18 252314522
s 19
d 2 14
u 8 2 195550269
i 19 4 660550073
s 1
s 9
i 19 14 418707295
u 17 17 383148723
u 15 12 553945148
d 12 6
i 19 14 205874958
i 2 8 415959218
i 5 18 331713848
i 18 14 478502251
s 5
i 16 4 81958489
u 5 3 630904951
s 6
s 8
u 5 3 693917830
d 2 11
d 8 10
d 10 1
s 11
d 17 7
i 19 4 489821807
s 9
u 0 6 799410217
i 12 5 308196432
u 13 11 504184577
i 5 9 299153204
i 18 0 243555287
i 3 19 382792427
u 18 9 517341359
d 17 11
u 2 9 553115725
s 2
i 6 11 265779528
s 13
i 7 19 957300015
d 7 15
d 17 19
u 10 18 596785071
i 4 6 820628048
i 16 8 291653469
i 15 2 512131687
s 19
u 19 4 889968029
d 19 11
i 3 19 660856944
d 8 0
s 18
i 17 19 138924903
i 5 9 366990763
u 18 3 78785757
s 13
i 7 19 869863303
i 6 14 146421277
i 4 10 707891147
d 5 2
i 6 6 965831851
d 5 13
i 15 11 784170033
u 18 15 684893768
u 10 1 113430481
u 3 11 873253046
i 0 9 661073485
u 12 4 273839038
d 7 10
s 18
u 12 0 713041670
i 16 5 905678453
u 11 3 810652658
i 12 17 476485619
s 19
s 7
d 9 7
i 10 9 460068085
d 9 6
i 7 8 752613280
s 1
s 4
i 5 0 478991944
s 7
s 10
d 16 14
u 14 14 419715481
i 9 5 835734963
s 18
s 1
i 6 12 259531150
u 10 6 473791206
i 9 7 346294236
i 18 19 151698179
d 12 12
u 12 1 431638301
d 7 0
u 18 16 797270098
i 2 4 468600986
s 15
s 10
u 5 12 792662710
d 3 12
s 13
s 12
u 9 19 587549488
s 6
s 2
u 0 6 395093471
i 10 18 225963876
u 9 19 276656104
u 19 13 597012223
s 8
s 19
s 10
s 3
s 6
i 17 8 235742309
u 10 8 361421009
s 15
s 16
u 14 17 377997973
d 16 1
d 14 5
i 5 12 778039323
i 13 1 804291078
d 8 12
s 17
d 13 2
s 14
s 9
d 1 7
i 9 13 348646837
i 1 10 860156249
i 10 11 42275718
i 6 3 429038588
i 18 14 379922594
d 4 17
u 8 19 240321891
d 0 1
i 13 3 403142847
d 6 18
s 19
s 19
d 7 15
s 4
d 1 18
s 3
d 4 8
s 2
d 16 10
d 13 1
d 15 2
d 18 13
d 11 14
i 15 11 92368812
i 8 19 399188022
d 7 13
i 2 19 47975716
d 6 1
u 6 17 309024123
u 11 2 419324068
i 18 0 172012583
d 2 1
u 18 7 356875069
i 12 8 745756031
u 15 19 355184264
s 8
u 10 1 131570056
d 6 16
i 2 19 425830421
d 3 8
d 7 13
s 3
i 12 18 598637265
s 1
i 3 4 925940169
d 10 3
i 12 6 639507399
d 16 0
i 0 3 590515215
d 16 4
s 15
u 3 18 144492357
i 4 2 256734410
u 8 7 325154689
u 7 18 196187761
d 4 4
u 16 1 562030571
u 17 17 371152682
i 15 2 845925940
u 1 9 384685497
s 14
d 1 7
d 9 5
s 15
i 1 11 831043650
u 5 18 687415774
d 5 10
i 12 10 994633550
i 9 2 772845975
i 6 10 872919039
d 10 17
i 16 12 172044098
i 9 12 824775080
u 19 3 334340697
d 17 8
i 9 3 374683791
d 6 17
u 13 12 623679222
d 19 17
s 2
i 16 1 148842482
u 19 9 502449421
u 0 0 275040849
i 14 10 826248632
u 17 6 889901983
d 3 15
d 8 4
s 14
d 16 10
d 18 8
s 11
d 6 5
i 19 0 758728898
i 15 9 238427028
d 4 3
s 9
i 11 19 931731666
u 6 7 550855369
i 0 15 695374532
u 0 5 665765605
s 13
i 16 6 86663665
i 9 19 989270468
i 6 4 723562824
u 12 1 393440232
i 19 15 208682538
u 2 10 492827073
u 15 13 744905803
i 14 9 710417183
s 19
d 1 8
i 2 17 930485267
u 7 6 641226399
s 12
i 10 6 584207460
u 16 18 255158414
u 9 2 653961358
i 18 5 274231043
u 9 12 13834957
d 11 3
i 0 6 644267986
u 1 18 916924837
d 13 18
i 4 3 847482390
i 1 3 737884055
s 10
i 15 5 333975919
u 12 9 633550445
i 0 9 680246819
i 5 18 745542533
s 18
u 18 8 630426545
u 9 16 493923305
d 12 0
d 17 7
u 15 12 725246288
s 5
s 9
i 11 18 384924443
u 17 16 669136034
s 4
s 12
s 18
s 14
u 19 4 84128941
s 5
s 8
i 0 18 675773996
s 12
d 10 15
s 1
i 15 13 663203958
u 11 17 570567577
u 0 3 81205381
u 16 8 75385788
u 13 8 991331801
i 14 18 106472614
u 7 17 288881601
u 19 8 366908342
u 5 17 247068428
i 1 16 202857257
u 8 7 821052882
i 15 5 234319163
s 7
d 8 9
u 9 10 408367856
i 19 12 472968300
i 8 12 710820102
s 11
d 5 7
s 4
d 18 0
s 16
d 19 2
i 6 5 846595135
d 12 2
s 14
u 18 2 202122407
d 9 4
i 16 13 887678270
d 11 3
i 13 6 890051252
i 9 19 901250552
u 6 9 376155733
i 18 16 528954682
d 12 7
s 12
s 4
d 8 9
d 11 9
u 3 19 636125649
s 7
u 12 10 605735024
s 3
s 3
u 0 1 286433935
s 15
u 16 9 385274944
i 2 15 871273663
u 5 14 197415187
u 1 12 826908088
i 11 6 26508014
u 9 0 98174584
d 2 5
u 1 9 10484615
u 3 2 642502846
s 2
d 8 4
i 14 9 168270373
u 18 4 67808010
d 1 19
s 8
d 17 16
d 14 17
u 12 9 613288284
d 18 12
u 13 0 118562593
d 4 13
u 7 8 558166857
u 15 5 340019849
i 1 16 255574766
u 0 4 510873849
d 19 0
s 7
u 3 16 141340470
d 7 10
s 14
i 16 16 691212015
s 4
i 6 1 735142371
d 5 17
d 13 14
d 8 13
u 12 8 599573114
i 17 4 392240463
s 12
i 15 4 908101683
i 1 12 698133325
s 18
u 14 17 481304046
i 5 10 980464822
u 11 2 141074979
u 8 19 609128923
s 17
s 9
d 19 3
s 11
i 8 11 872466446
i 10 10 691270736
u 4 10 508922552
s 17
u 19 18 769994719
d 11 10
s 16
d 12 9
i 9 1 701942136
s 17
i 13 13 315807863
i 8 10 386891294
u 2 19 230331652
s 16
s 9
d 19 1
u 12 15 289280873
d 0 9
i 16 18 570086310
s 17
u 11 17 513156330
s 1
d 6 9
s 8
i 2 10 356693028
i 18 4 371692456
d 8 5
i 6 7 55728150
s 0
d 3 0
d 4 18
s 8
i 7 2 393556007
i 4 11 858421428
u 12 18 959716656
d 16 0
s 15
u 14 8 65263324
u 18 1 480924226
d 15 17
s 5
i 11 8 840975279
u 10 3 948910478
s 0
d 14 14
s 17
s 11
d 19 0
i 5 14 365586448
u 3 3 183444639
s 9
d 7 6
d 10 6
i 5 2 652137897
i 10 11 863407860
u 5 12 119368338
s 4
s 12
d 11 2
i 16 2 420396932
i 16 2 791413311
d 19 6
u 10 5 941754391
u 18 15 633361938
d 6 9
i 3 14 160272394
s 2
i 6 13 207103887
u 13 4 253873784
u 19 3 898322152
s 17
s 14
s 9
s 8
u 5 17 236749532
i 10 7 598887478
i 0 19 932495062
s 8
i 11 9 17662191
u 3 6 567349508
d 0 11
i 6 7 855579135
u 18 9 421593182
s 0
i 15 14 21627028
i 9 18 745794197
d 14 12
u 2 15 432573957
s 14
u 11 19 959724730
i 2 15 54188717
s 5
s 13
i 9 6 172846243
s 15
u 4 14 898529558
d 18 12
s 19
i 4 0 871105808
d 7 12
d 10 18
i 18 0 832623472
u 13 0 467313884
d 7 8
i 8 8 603061019
u 11 19 768537159
s 13
s 15
i 3 19 13347381
i 16 7 257378009
d 12 12
u 17 4 671096142
i 1 2 984892750
d 1 15
i 7 16 68969157
s 18
u 11 3 112456645
d 18 14
i 2 3 869314338
i 18 15 290698444
u 19 5 238933781
d 18 1
s 1
s 15
u 17 14 754712012
d 4 5
u 15 5 114171745
s 8
u 17 6 569907297
s 11
i 18 4 963492231
u 19 11 380584223
d 17 10
s 16
d 3 16
d 8 12
s 0
u 2 13 340062265
i 10 1 40096084
u 9 3 114648203
u 12 2 889983916
i 12 18 428193687
u 18 2 531343611
s 3
i 16 9 560381186
s 10
d 11 10
d 18 2
u 8 3 749982875
d 9 13
d 15 0
d 18 16
u 8 2 960409545
u 1 4 817559226
i 18 14 668495008
s 15
d 11 18
u 4 16 335991975
u 13 15 260218873
u 6 0 13568783
d 7 16
s 15
u 5 12 454304159
u 10 8 316824800
i 4 4 256928752
s 9
u 1 1 127544905
s 7
s 8
s 11
i 9 6 362813065
i 1 6 991515776
i 13 18 666091373
s 13
i 18 5 143951932
d 10 16
i 14 17 992097281
d 1 14
s 2
s 6
s 1
u 2 18 515722399
s 16
i 8 5 443352217
s 5
u 7 11 534206139
d 13 7
s 14
s 15
d 7 10
d 10 10
i 6 17 439075711
s 11
u 4 4 879129209
i 12 13 30673377
i 11 5 76891593
u 14 4 189004029
i 6 14 994638726
s 9
u 5 16 434663676
i 0 13 611377205
s 12
s 5
s 16
u 3 8 458595990
u 0 3 302539262
d 14 19
d 17 2
s 4
d 0 6
i 9 0 442380873
i 17 12 760075337
i 1 2 698796629
s 14
s 11
s 2
d 15 9
s 0
i 7 12 885670160
d 8 2
s 14
i 14 15 615070888
u 19 3 759299881
d 15 6
s 7
u 3 5 694890160
i 11 1 228570545
s 8
d 6 0
i 17 2 232654761
i 0 2 434127205
d 13 10
s 7
u 8 17 418633498
u 18 16 950648547
s 12
s 8
i 19 3 295590907
i 12 6 406184984
u 5 0 368833626
u 16 11 94758479
i 11 0 523879605
i 2 12 393162482
s 10
d 9 15
i 6 18 589262311
i 9 11 883736052
u 13 14 798454547
u 13 3 763158395
i 0 5 41373133
s 13
s 17
u 6 2 757848906
s 3
d 6 14
i 15 2 565966803
s 1
u 13 14 175690242
s 16
u 13 17 225394704
u 3 3 775995291
s 18
s 3
i 17 18 317146415
u 3 0 740636250
d 11 2
d 8 10
d 12 7
i 15 0 272539502
i 18 11 278256260
i 12 18 866531159
i 9 8 631695696
s 4
i 6 14 975497410
u 4 7 230452596
